-0.3554 0 -4.9756 0 0 1.7
0 -0.3554 -4.9756 0 0 1.7
0 0 -4.9756 0 0 1.7
0 0.3554 -4.9756 0 0 1.7
0.3554 0 -4.9756 0 0 1.7
-1.777 -0.3554 -4.6202 0 0 1.7
-1.777 0 -4.6202 0 0 1.7
-1.777 0.3554 -4.6202 0 0 1.7
-1.4216 -1.0662 -4.6202 0 0 1.7
-1.4216 -0.7108 -4.6202 0 0 1.7
-1.4216 -0.3554 -4.6202 0 0 1.7
-1.4216 0 -4.6202 0 0 1.7
-1.4216 0.3554 -4.6202 0 0 1.7
-1.4216 0.7108 -4.6202 0 0 1.7
-1.4216 1.0662 -4.6202 0 0 1.7
-1.0662 -1.4216 -4.6202 0 0 1.7
-1.0662 -1.0662 -4.6202 0 0 1.7
-1.0662 -0.7108 -4.6202 0 0 1.7
-1.0662 -0.3554 -4.6202 0 0 1.7
-1.0662 0 -4.6202 0 0 1.7
-1.0662 0.3554 -4.6202 0 0 1.7
-1.0662 0.7108 -4.6202 0 0 1.7
-1.0662 1.0662 -4.6202 0 0 1.7
-1.0662 1.4216 -4.6202 0 0 1.7
-0.7108 -1.4216 -4.6202 0 0 1.7
-0.7108 -1.0662 -4.6202 0 0 1.7
-0.7108 -0.7108 -4.6202 0 0 1.7
-0.7108 -0.3554 -4.6202 0 0 1.7
-0.7108 0 -4.6202 0 0 1.7
-0.7108 0.3554 -4.6202 0 0 1.7
-0.7108 0.7108 -4.6202 0 0 1.7
-0.7108 1.0662 -4.6202 0 0 1.7
-0.7108 1.4216 -4.6202 0 0 1.7
-0.3554 -1.777 -4.6202 0 0 1.7
-0.3554 -1.4216 -4.6202 0 0 1.7
-0.3554 -1.0662 -4.6202 0 0 1.7
-0.3554 -0.7108 -4.6202 0 0 1.7
-0.3554 -0.3554 -4.6202 0 0 1.7
-0.3554 0 -4.6202 0 0 1.7
-0.3554 0.3554 -4.6202 0 0 1.7
-0.3554 0.7108 -4.6202 0 0 1.7
-0.3554 1.0662 -4.6202 0 0 1.7
-0.3554 1.4216 -4.6202 0 0 1.7
-0.3554 1.777 -4.6202 0 0 1.7
0 -1.777 -4.6202 0 0 1.7
0 -1.4216 -4.6202 0 0 1.7
0 -1.0662 -4.6202 0 0 1.7
0 -0.7108 -4.6202 0 0 1.7
0 -0.3554 -4.6202 0 0 1.7
0 0 -4.6202 0 0 1.7
0 0.3554 -4.6202 0 0 1.7
0 0.7108 -4.6202 0 0 1.7
0 1.0662 -4.6202 0 0 1.7
0 1.4216 -4.6202 0 0 1.7
0 1.777 -4.6202 0 0 1.7
0.3554 -1.777 -4.6202 0 0 1.7
0.3554 -1.4216 -4.6202 0 0 1.7
0.3554 -1.0662 -4.6202 0 0 1.7
0.3554 -0.7108 -4.6202 0 0 1.7
0.3554 -0.3554 -4.6202 0 0 1.7
0.3554 0 -4.6202 0 0 1.7
0.3554 0.3554 -4.6202 0 0 1.7
0.3554 0.7108 -4.6202 0 0 1.7
0.3554 1.0662 -4.6202 0 0 1.7
0.3554 1.4216 -4.6202 0 0 1.7
0.3554 1.777 -4.6202 0 0 1.7
0.7108 -1.4216 -4.6202 0 0 1.7
0.7108 -1.0662 -4.6202 0 0 1.7
0.7108 -0.7108 -4.6202 0 0 1.7
0.7108 -0.3554 -4.6202 0 0 1.7
0.7108 0 -4.6202 0 0 1.7
0.7108 0.3554 -4.6202 0 0 1.7
0.7108 0.7108 -4.6202 0 0 1.7
0.7108 1.0662 -4.6202 0 0 1.7
0.7108 1.4216 -4.6202 0 0 1.7
1.0662 -1.4216 -4.6202 0 0 1.7
1.0662 -1.0662 -4.6202 0 0 1.7
1.0662 -0.7108 -4.6202 0 0 1.7
1.0662 -0.3554 -4.6202 0 0 1.7
1.0662 0 -4.6202 0 0 1.7
1.0662 0.3554 -4.6202 0 0 1.7
1.0662 0.7108 -4.6202 0 0 1.7
1.0662 1.0662 -4.6202 0 0 1.7
1.0662 1.4216 -4.6202 0 0 1.7
1.4216 -1.0662 -4.6202 0 0 1.7
1.4216 -0.7108 -4.6202 0 0 1.7
1.4216 -0.3554 -4.6202 0 0 1.7
1.4216 0 -4.6202 0 0 1.7
1.4216 0.3554 -4.6202 0 0 1.7
1.4216 0.7108 -4.6202 0 0 1.7
1.4216 1.0662 -4.6202 0 0 1.7
1.777 -0.3554 -4.6202 0 0 1.7
1.777 0 -4.6202 0 0 1.7
1.777 0.3554 -4.6202 0 0 1.7
-2.4878 -0.7108 -4.2648 0 0 1.7
-2.4878 -0.3554 -4.2648 0 0 1.7
-2.4878 0 -4.2648 0 0 1.7
-2.4878 0.3554 -4.2648 0 0 1.7
-2.4878 0.7108 -4.2648 0 0 1.7
-2.1324 -1.4216 -4.2648 0 0 1.7
-2.1324 -1.0662 -4.2648 0 0 1.7
-2.1324 -0.7108 -4.2648 0 0 1.7
-2.1324 -0.3554 -4.2648 0 0 1.7
-2.1324 0 -4.2648 0 0 1.7
-2.1324 0.3554 -4.2648 0 0 1.7
-2.1324 0.7108 -4.2648 0 0 1.7
-2.1324 1.0662 -4.2648 0 0 1.7
-2.1324 1.4216 -4.2648 0 0 1.7
-1.777 -1.777 -4.2648 0 0 1.7
-1.777 -1.4216 -4.2648 0 0 1.7
-1.777 -1.0662 -4.2648 0 0 1.7
-1.777 -0.7108 -4.2648 0 0 1.7
